source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for iPhone,#MakeAmericaGreatAgain #ImWithYou https://t.co/IoYMdjvWHf,08-29-2016 23:24:42,7691,20184,false,770401822121005056
Twitter for iPad,We will repeal and replace the horrible disaster known as #Obamacare! https://t.co/YzRTPrqrNC,08-29-2016 22:03:53,10409,24661,false,770381482229657602
Twitter for iPhone,#CrookedHillary https://t.co/vXhcC8PaPy,08-29-2016 18:41:49,16254,30357,false,770330631783972868
Twitter for Android,Now that African-Americans are seeing what a bad job Hillary type policy and management has done to the inner-cities they want TRUMP!,08-29-2016 13:35:31,8861,27525,false,770253550639251456
Twitter for Android,Crooked Hillary's brainpower is highly overrated.Probably why her decision making is so bad or as stated by Bernie S she has BAD JUDGEMENT,08-29-2016 13:30:04,7074,22252,false,770252177512230912
Twitter for Android,Does anyone know that Crooked Hillary who tried so hard was unable to pass the Bar Exams in Washington D.C. She was forced to go elsewhere,08-29-2016 13:23:02,10696,29930,false,770250409843777536
Twitter for Android,"@PMNOrlando: @realDonaldTrump I know of NO ONE voting for Crooked Hillary! Her rallies are held in (blank)  &amp; she still has room.,08-29-2016 13:17:47,4230,13633,false,770249086255661056
Twitter for Android,"@RhondaR: Thank-You Clarence Henderson for telling @cnn you know racism &amp; it's not DonaldTrump https://t.co/fSBPxZU8Gu via @BreitbartNews",08-29-2016 13:15:39,6772,15964,false,770248548571021312
Twitter for Android,"@Patrici: Crowd at Trump Rally in Akron Ohio is a Sea of Women Minorities Independents Dems https://t.co/wm7HV8WPGk via @gatewaypundit,08-29-2016 13:14:12,6543,15689,false,770248186241900544
Twitter for Android,Inner-city crime is reaching record levels. African-Americans will vote for Trump because they know I will stop the slaughter going on!,08-29-2016 13:09:52,6747,20722,false,770247094439469058
Twitter for Android,Look how bad it is getting! How much more crime how many more shootings will it take for African-Americans and Latinos to vote Trump=SAFE!,08-29-2016 13:02:47,6931,22030,false,770245313345052673
Twitter for Android,I will be making a major speech on ILLEGAL IMMIGRATION on Wednesday in the GREAT State of Arizona. Big crowds looking for a larger venue.,08-28-2016 23:27:59,10427,32921,false,770040258796855296
Twitter for Android,I think that both candidates Crooked Hillary and myself should release detailed medical records. I have no problem in doing so! Hillary?,08-28-2016 23:24:14,19513,51725,false,770039317142069248
Twitter for iPhone,Today is the 53rd anniversary of the March on Washington - today we honor the enduring fight for justice equality and opportunity.,08-28-2016 22:12:27,8556,28398,false,770021252002119680
Twitter for iPhone,RT @FoxNews: Poll: @realDonaldTrump vs. @HillaryClinton among white Evangelicals. https://t.co/6ohwIh1Q24,08-28-2016 19:29:15,8822,0,true,769980181633204224
Twitter for iPhone,Thank you Arizona! #VoteTrump https://t.co/v8VLxdd0fO,08-28-2016 14:04:46,6175,20739,false,769898524439896064
Twitter for iPhone,Join me Tuesday in Everett Washington at the Xfinity Arena! Tickets: https://t.co/ABQGySdcYt https://t.co/sn08gnd0lq,08-28-2016 14:01:53,4340,12175,false,769897797319532544
Twitter for Android,"@LindaHarden: @realDonaldTrump America loves Trump and @mike_pence -- praying for you every day. Stay strong. #TrumpPence2016 #NeverHillary,08-28-2016 03:37:21,4740,15842,false,769740626497679360
Twitter for iPhone,NATIONAL DEBT January 2009 = $10.6 TRILLIONAugust 2016 = $19.4 TRILLION https://t.co/dKAVaLfGAJ,08-28-2016 02:33:29,12247,22235,false,769724556949020672
Twitter for iPhone,It was an honor to have the amazing Root family join me in Iowa. I have been so inspired by their courage &amp; bravery. https://t.co/P4qVGGUYVZ,08-28-2016 02:08:10,7149,21240,false,769718184836472832
Twitter for iPad,Thank you Iowa! #ImWithYou https://t.co/3BIF6jBTkk,08-27-2016 21:27:08,5834,18927,false,769647461459632128
Twitter for iPad,Just landed in Iowa to attend a great event in honor of wonderful Senator @JoniErnst. Look forward to being with all of my friends.,08-27-2016 18:47:50,4346,17411,false,769607369869266944
Twitter for iPad,My condolences to Dwyane Wade and his family on the loss of Nykea Aldridge. They are in my thoughts and prayers.,08-27-2016 17:48:47,8965,30754,false,769592508879892480
Twitter for iPhone,Dwyane Wade's cousin was just shot and killed walking her baby in Chicago. Just what I have been saying. African-Americans will VOTE TRUMP!,08-27-2016 16:26:08,9197,27299,false,769571710924263424
Twitter for Android,"@GoldJazz559: #BlackMenForBernie Leader: #Hillary2016 ‘No Regard For Black Race’ https://t.co/m8952Ly3Jb via @dailycaller #BlacksForTrump,08-27-2016 15:18:52,4538,10392,false,769554782151331840
Twitter for Android,"@DiamondandSilk: Crooked Hillary getting desperate. On TV bashing Trump. @CNN she forgot how she said a KKK member was her mentor.,08-27-2016 15:10:10,9062,21847,false,769552592158412800
Twitter for Android,Heroin overdoses are taking over our children and others in the MIDWEST. Coming in from our southern border. We need strong border &amp; WALL!,08-27-2016 14:17:14,11366,34127,false,769539271678013440
Twitter for iPhone,New polls - join the MOVEMENT today.https://t.co/3KWOl20zMm #ImWithYou https://t.co/numII7W99T,08-27-2016 00:32:59,11629,26338,false,769331841316687873
Twitter for iPhone,Join us via our new #AmericaFirst APP! #TrumpPence16 https://t.co/FccLQSCkDY https://t.co/0angXB2BrI,08-26-2016 23:59:43,4724,12326,false,769323472048623616
Twitter for iPhone,Will be in Phoenix Arizona on Wednesday. Changing venue to much larger one. Demand is unreal. Polls looking great! #ImWithYou,08-26-2016 23:54:09,7359,22966,false,769322071297888257
Twitter for iPhone,Thank you @TeamTrump Florida. Keep me updated and lets get those 100000 registered voters!#MakeAmericaGreatAgain  https://t.co/lseAAqxjA9,08-26-2016 23:11:22,5043,14266,false,769311305480024065
Twitter for iPhone,I will be interviewed by @kimguilfoyle at 7pm on @FoxNews. #Enjoy!,08-26-2016 22:59:30,2432,10422,false,769308316350623744
Twitter for iPhone,Army training slide lists Hillary Clinton as insider threat: https://t.co/CQTSo2ETJF,08-26-2016 19:26:16,8405,16590,false,769254655939321857
Twitter for iPhone,Meet the ‘Trumpocrats’: Lifelong Democrats Breaking w/ Party Over Hillary to Support Donald Trump for President: https://t.co/g2N3JJWV8a,08-26-2016 19:21:22,7833,18589,false,769253422549786628
Twitter for iPhone,"Hillary Clinton Deleted Emails Using Program Intended To Prevent Recovery" #CrookedHillary https://t.co/D0MeBJXBwN,08-26-2016 19:18:15,8219,15785,false,769252637350866946
Twitter for Android,How quickly people forget that Crooked Hillary called African-American youth "SUPER PREDATORS" - Has she apologized?,08-26-2016 17:14:09,12916,27759,false,769221405820923905
Twitter for Android,I am very proud to have brought the subject of illegal immigration back into the discussion. Such a big problem for our country-I will solve,08-26-2016 16:01:03,8947,31501,false,769203012250112006
Twitter for Android,Wonderful @pastormarkburns was attacked viciously and unfairly on @MSNBC by crazy @morningmika on low ratings @Morning_Joe. Apologize!,08-26-2016 14:50:06,5665,14700,false,769185155198124032
Twitter for Android,What do African-Americans and Hispanics have to lose by going with me. Look at the poverty crime and educational statistics. I will fix it!,08-26-2016 14:20:55,10467,30607,false,769177810678067200
Twitter for Android,Crooked Hillary will NEVER be able to solve the problems of poverty education and safety within the African-American &amp; Hispanic communities,08-26-2016 13:50:42,8939,28139,false,769170204941164544
Twitter for iPhone,The Clinton's are the real predators...https://t.co/Fr0gFtZVVz,08-26-2016 12:05:57,7049,17035,false,769143845892136960
Twitter for Android,"@Lewenskimo: Your opponent has run out of ideas now resorts to personal attacks on you. Every Amercan knows you represent HOPE!!",08-26-2016 03:59:54,5468,17386,false,769021525638930437
Twitter for iPhone,"Hillary Clinton needs to address the racist undertones of her 2008 campaign." #FlashbackFriday https://t.co/MJQp0rcnzH,08-26-2016 02:58:51,16437,31298,false,769006162926669824
Twitter for Android,"@DonaldJTrumpJr: Company Gouging Price Of EpiPens Is A Clinton Foundation Donor And Partner https://t.co/HHlNGnlGMN via dailycaller",08-26-2016 02:47:34,9017,16217,false,769003323856867328
Twitter for Android,"@foxnation: Flashback: Hillary Clinton Praised Former KKK Member Robert Byrd as 'Friend and Mentor': https://t.co/e0Hb2rLb1X",08-26-2016 02:46:34,8333,16407,false,769003073943457792
Twitter for iPhone,CLINTON CORRUPTION AND HER SABOTAGE OF THE INNER CITIES. Full speech transcript: https://t.co/npswT6lbg3,08-26-2016 02:45:11,5168,12793,false,769002724218118144
Twitter for Android,Hillary Clinton only knows how to make a speech when it is a hit on me. No policy and always very short (stamina). Media gives her a pass!,08-26-2016 02:40:04,9267,27016,false,769001435484688384
Twitter for iPhone,HRC is using the oldest play in the Dem playbook- when their policies fail they are left w/this one tired argument!https://t.co/FNbCMmwLTn,08-25-2016 21:25:15,10557,23150,false,768922208987127808
Twitter for iPhone,Hillary Clinton is using race-baiting to try to get African-American voters- but they know she is all talk and NO ACTION!,08-25-2016 20:45:38,10027,28491,false,768912241349517312
Twitter for iPhone,Hillary Clinton's short speech is pandering to the worst instincts in our society. She should be ashamed of herself!,08-25-2016 20:14:20,9434,27738,false,768904362211086336
Twitter for iPhone,Just watched recap of #CrookedHillary's speech. Very short and lies. She is the only one fear-mongering!,08-25-2016 20:11:41,7910,21743,false,768903697166368769
Twitter for Android,So many in the African-American community are doing so badly poverty and crime way up employment and jobs way down: I will fix it promise,08-25-2016 12:44:55,11018,33518,false,768791265811062788
Twitter for Android,Poll numbers are starting to look very good. Leading in Florida @CNN Arizona and big jump in Utah. All numbers rising national way up. Wow!,08-25-2016 12:34:58,10145,33619,false,768788761635356672
Twitter for Android,"@Trump_Videos: .@Nigel_Farage of the #brexit fame - We CAN do this! We can #MAGA with @realDonaldTrump https://t.co/1qyuc8ZykJ",08-25-2016 04:34:00,5107,13184,false,768667720149762048
Twitter for iPhone,Thoughts and prayers to the great people of Indiana. You will prevail!,08-25-2016 01:41:53,7755,26530,false,768624405777944576
Twitter for iPhone,Great Governor @Mike_Pence is in Indiana to help lead the relief efforts after tornadoes struck. True leadership.,08-25-2016 01:40:08,7638,26904,false,768623966713999360
Twitter for iPhone,Will be on #Hannity @ 10pE @FoxNews- discussing various subjects including immigration-if elected we will #BuildTheWall &amp; enforce our laws!,08-25-2016 00:05:24,4369,16726,false,768600125413273600
Twitter for iPhone,Thank you for your support!#AmericaFirst #ImWithYou https://t.co/N8FShwYt2g,08-24-2016 22:39:23,6580,18977,false,768578478266458113
Twitter for iPhone,A great afternoon in Tampa Florida. Thank you! #TrumpPence16 https://t.co/K5MBAcnfR1,08-24-2016 21:32:46,4934,17486,false,768561716149915648
Twitter for iPhone,New national poll released. Join the MOVEMENT &amp; together we will #MakeAmericaGreatAgain! https://t.co/3KWOl2ibaW https://t.co/rnU1fkn274,08-24-2016 17:24:13,6116,17151,false,768499164967739392
Twitter for iPhone,Great new poll Florida - thank you! #MakeAmericaGreatAgain https://t.co/7TKpe388Bc,08-24-2016 16:42:04,7443,20690,false,768488555828183040
Twitter for iPhone,I will not let the families of The Remembrance Project down! #MakeAmericaSafeAgainhttps://t.co/EMuSftG6RPhttps://t.co/FHPR44WixX,08-24-2016 15:19:24,6944,16487,false,768467755339223040
Twitter for iPhone,My thoughts and prayers are with the victims and families of those affected by two powerful earthquakes in Italy and Myanmar.,08-24-2016 14:01:46,8707,34306,false,768448216744488960
Twitter for iPhone,Thank you Travis County Texas!#MakeAmericaGreatAgain https://t.co/ZBnYzNb0eo,08-24-2016 02:56:21,7411,22351,false,768280756682690562
Twitter for iPhone,Will be participating in a Town Hall tonight on @SeanHannity at 10pmE from Austin Texas. Enjoy! https://t.co/8ZBneb0pGk,08-24-2016 00:13:49,5328,19503,false,768239855310471168
Twitter for iPhone,In Austin Texas with some of our amazing Border Patrol Agents. I will not let them down! https://t.co/U28HNPtjm9 https://t.co/7ImVH69fNb,08-23-2016 21:21:59,8553,26141,false,768196613680398336
Twitter for iPhone,Join me in Tampa Florida- tomorrow at 1pmE! Tickets: https://t.co/iwEAiWKgtR https://t.co/lLyaW6nxsP,08-23-2016 16:37:38,4320,13452,false,768125054584393729
Twitter for iPhone,President Obama should have gone to Louisiana days ago instead of golfing. Too little too late!,08-23-2016 16:15:25,13864,41482,false,768119463421943808
Twitter for Android,Hillary Clinton strongly stated  that there was "absolutely no connection" between her private work and that of The State Department. LIE!,08-23-2016 14:46:58,9762,25913,false,768097204376510464
Twitter for Android,It is being reported by virtually everyone and is a fact  that the media pile on against me is the worst in American political history!,08-23-2016 13:53:11,11985,39380,false,768083669550366720
Twitter for Android,I am now in Texas doing a big fundraiser for the Republican Party and a @FoxNews Special on the BORDER and with victims of border crime!,08-23-2016 12:56:46,6723,23259,false,768069472464666624
Twitter for iPhone,The @WashingtonPost quickly put together a hit job book on me- comprised of copies of some of their inaccurate stories. Don't buy boring!,08-23-2016 01:02:19,5625,18406,false,767889674530594816
Twitter for iPhone,.@AnnCoulter's new book 'In Trump We Trust comes out tomorrow. People are saying it's terrific - knowing Ann I am sure it is!,08-23-2016 00:56:51,8242,25062,false,767888297125355521
Twitter for Android,Just leaving Akron Ohio after a packed rally. Amazing people! Going now to Texas.,08-22-2016 23:46:42,5783,24015,false,767870642716831744
Twitter for iPhone,Great meeting with active &amp; retired law enforcement officers- at the Fraternal Order of Police lodge in Akron Ohio. https://t.co/EUWhDC644R,08-22-2016 21:06:42,7972,25179,false,767830376735735808
Twitter for iPhone,Statement on Clinton Foundation:https://t.co/2twuzrB9om,08-22-2016 12:55:40,5846,13390,false,767706807619969025
Twitter for Android,Will be interviewed on @foxandfriends at 8:30 A.M. Eastern. ENJOY!,08-22-2016 12:31:39,2292,10898,false,767700760113086465
Twitter for Android,Some day when things calm down I'll tell the real story of @JoeNBC and his very insecure long-time girlfriend @morningmika. Two clowns!,08-22-2016 11:29:13,7297,21936,false,767685048703279104
Twitter for Android,Tried watching low-rated @Morning_Joe this morning  unwatchable! @morningmika is off the wall a neurotic and not very bright mess!,08-22-2016 11:21:53,4987,16989,false,767683204039974912
Twitter for Android,"@realbill2016: @realDonaldTrump @Brainykid2010 @shl Trump leading LA Times poll https://t.co/908uLXCIWz",08-22-2016 11:06:36,6328,16454,false,767679356466520064
Twitter for Android,"@Brainykid2010: @shl @realDonaldTrump The ad was actually very good!",08-22-2016 01:40:42,2373,9863,false,767536943353696256
Twitter for Android,"@55Lidsville:  #TeamTrump @KellyannePolls You need to show the crowds at the rallies use Periscope! Show HC's 139 YT viewers vs DT 38K",08-22-2016 01:25:00,4195,13396,false,767532993686765569
Twitter for Android,"@SinAbunz_TM: @realDonaldTrump TRUMP VICTORY IN NOVEMBER!  #MAGA #TrumpPence16",08-22-2016 01:23:16,3961,13835,false,767532557235806208
Twitter for Android,"@Jimbos2002:  @Morning_Joe Video: Hillary referring to blacks as super predators that need to be brought to heel. https://t.co/pMIHWayMRw",08-22-2016 01:19:06,8247,15653,false,767531507665756160
Twitter for Android,I heard that @Morning_Joe was very nice on Friday but that little Donny D a big failure in TV (&amp; someone I helped) was nasty. Irrelevant!,08-22-2016 01:08:08,3640,13837,false,767528750749810688
Twitter for Android,Crooked Hillary is flooding the airwaves with false and misleading ads - all paid for by her bosses on Wall Street. Media is protecting her!,08-22-2016 00:33:38,13696,39598,false,767520065608613888
Twitter for Android,I have been drawing very big and enthusiastic crowds but the media refuses to show or discuss them. Something very big is happening!,08-21-2016 23:35:17,12507,39702,false,767505383430782976
Twitter for iPhone,Together we are going to MAKE AMERICA SAFE AND GREAT AGAIN!https://t.co/pUtN4kFhDK,08-21-2016 00:04:28,7783,21661,false,767150340726779904
Twitter for Android,"@EyeCandyTMGayle: @realDonaldTrump please oh please take the CHARLOTTE NC speech ACROSS the swing states .... sooo powerful"  Good!,08-21-2016 00:02:41,5388,18682,false,767149890464018433
Twitter for Android,"@J58golf: @realDonaldTrump been a great week. More of the same will get you in the white house!",08-21-2016 00:02:05,4282,16363,false,767149739418804228
Twitter for iPhone,We will bring America together as ONE country again – united as Americans in common purpose and common dreams. #MAGA,08-20-2016 23:11:51,9837,30399,false,767137098679853056
Twitter for iPhone,Will be back soon Virginia. We are going to MAKE AMERICA GREAT AGAIN! #TrumpPence16 https://t.co/IU4JPSi0rZ,08-20-2016 23:04:02,5632,18269,false,767135128950898689
Twitter for Android,Will be interviewed on @JudgeJeanine at 9:00 P.M. Enjoy!,08-20-2016 23:02:37,3481,13781,false,767134774687330304
Twitter for Android,Just leaving Virginia - really big crowd great enthusiasm!,08-20-2016 22:57:23,3819,17304,false,767133459148054528
Twitter for iPhone,Thank you @JerryJrFalwell- will see you soon. #TrumpPence16 https://t.co/epfSJckcKq,08-20-2016 17:35:11,7214,18837,false,767052374934421506
Twitter for Android,"@CatOnGlass: 200000 new followers for @realDonaldTrump. From 10800000 to 11000000 All in the last ten days or so! #MAGA #AlwaysTrump,08-20-2016 05:02:57,8067,27239,false,766863067858759681
Twitter for iPhone,.@Franklin_Graham @BillyNungesser @SamaritansPurse- so humbled by my time w/ you. You are in our thoughts &amp; prayers. https://t.co/I6xGsEzlwv,08-20-2016 01:14:08,8737,21778,false,766805485466988544
Twitter for iPhone,We are one nation. When one hurts we all hurt. We must all work together-to lift each other up.#StandWithLouisiana https://t.co/Ob7J2oBWhq,08-20-2016 01:00:12,17308,44258,false,766801978085117952
Twitter for iPhone,#WheresHillary? Sleeping!!!!!,08-20-2016 00:17:09,26977,60519,false,766791143291916288
Twitter for iPad,Thank you Michigan. This is a MOVEMENT. We are going to MAKE AMERICA SAFE AND GREAT AGAIN! #TrumpPence16 https://t.co/vP3eqF3Zbb,08-19-2016 22:16:16,9241,29973,false,766760721115938816
Twitter for iPhone,Great job by @EricTrump on interview with @BillHemmer on @FoxNews. #ImWithYou #TrumpTrain,08-19-2016 13:34:54,4094,16386,false,766629517083414528
Twitter for iPhone,Thank you to everyone for all of the nice comments by Twitter pundits and otherwise for my speech last night.,08-19-2016 13:27:10,7582,33303,false,766627569110249472
Twitter for iPhone,The reporting at the failing @nytimes gets worse and worse by the day. Fortunately it is a dying newspaper.,08-19-2016 12:43:37,5721,20652,false,766616610975182848
Twitter for iPhone,Thank you to NC for last evenings great reception. The speech was a great success. Heading now to Louisiana &amp; another speech tonight in MI.,08-19-2016 12:42:38,5763,24211,false,766616361720246272
Twitter for iPhone,We are one nation. When one state hurts we all hurt. We must all work together - to lift each other up. https://t.co/XoDkW5X3Wy,08-19-2016 10:40:15,16536,45140,false,766585563805802497
Twitter for iPhone,Thank you Charlotte North Carolina!#MakeAmericaGreatAgain https://t.co/Y19nUKkYTc,08-19-2016 00:52:35,4742,17440,false,766437671652556800
Twitter for iPhone,Together we will MAKE AMERICA GREAT AGAIN! https://t.co/aENuIvrUrS,08-19-2016 00:33:54,6707,18600,false,766432970441945088
Twitter for iPad,#CrookedHillary #ThrowbackThursday https://t.co/v8J0r64J7h,08-18-2016 20:55:33,27302,46486,false,766378021355921408
Twitter for Android,They will soon be calling me MR. BREXIT!,08-18-2016 12:11:48,17662,38729,false,766246213079498752
Twitter for Android,I will be doing a Town Hall tonight at 10:00 P.M. on @seanhannity - @FoxNews,08-18-2016 01:21:30,3493,14566,false,766082563064623105
Twitter for iPhone,Will be participating in a town hall event- hosted by @SeanHannity tonight at 10pmE on @FoxNews. Enjoy! https://t.co/7nReqYM7FF,08-17-2016 22:25:02,5751,20390,false,766038151206936576
Twitter Web Client,We are going to make this a government of the people once again!#MakeAmericaGreatAgain #ImWithYouhttps://t.co/Fi7yEb2XQb,08-17-2016 21:44:48,9751,24795,false,766028026987491328
Twitter Web Client,We will repeal &amp; replace #Obamacare which has caused soaring double-digit premium increases. It is a disaster! https://t.co/NNMyTJo6i6,08-17-2016 20:05:08,9890,27228,false,766002945485864961
Twitter Web Client,A vote for Hillary Clinton is a vote for another generation of poverty high crime &amp; lost opportunities. #ImWithYouhttps://t.co/Eph6qy7zyB,08-17-2016 16:57:58,15947,37300,false,765955844055760896
Twitter Web Client,#MakeAmericaSafeAgain #ImWithYouhttps://t.co/N9XNoGNcqc,08-17-2016 16:46:57,6060,16440,false,765953073072058368
Twitter for iPhone,Thank you Governor @ScottWalker &amp; @GOP Chairman @Reince Priebus. #MakeAmericaGreatAgain #ImWithYouhttps://t.co/IdJBuaKMwK,08-17-2016 16:36:37,5506,15574,false,765950471160954884
Twitter for iPhone,Join me in North Carolina - tomorrow at 7:30pm! #ImWithYou Tickets: https://t.co/vDag45zrDc,08-17-2016 13:24:41,3585,11121,false,765902170084483073
Twitter for iPhone,#LawandOrder #ImWithYouVideo: https://t.co/AIa2Z9po2h https://t.co/qqSfOfgdap,08-17-2016 04:39:04,5412,15092,false,765769891278381056
Twitter for iPhone,#LawandOrder #ImWithYouTranscript: https://t.co/YlATGI2Ph6,08-17-2016 04:22:01,4381,12439,false,765765603743391744
Twitter for iPhone,Will be on @SeanHannity tonight at 10pmE - delivering an important speech live from Wisconsin. #MakeAmericaGreatAgain,08-17-2016 01:48:16,4078,16141,false,765726909925851136
Twitter for iPhone,Just as we won the Cold War in part by exposing the evils of communism and the virtues of free markets....Cont: https://t.co/SXp7efXEZU,08-16-2016 23:17:18,5864,17099,false,765688915932045313
Twitter for iPhone,This is my pledge to the American people: https://t.co/Jb21oyNfxt,08-16-2016 22:38:57,7639,18464,false,765679267086684161
Twitter for iPhone,'It's just a 2-point race Clinton 38% Trump 36%' https://t.co/EzDzJ4EzIN,08-16-2016 19:22:57,7002,17199,false,765629939811020802
Twitter for iPhone,Another health insurer is pulling back due to 'persistent financial losses on #Obamacare plans.' Only the beginning! https://t.co/YqfaEvg8c3,08-16-2016 18:59:14,9882,21303,false,765623972234948608
Twitter for iPhone,#AmericasMerkel https://t.co/QFRs4bEUC1,08-15-2016 20:28:30,11140,22242,false,765284051938926592
Twitter for iPhone,"CLINTON REFUGEE PLAN COULD BRING IN 620000 REFUGEES IN FIRST TERM AT LIFETIME COST OF OVER $400 BILLION." https://t.co/COZQNt6KVs,08-15-2016 20:26:17,13371,22764,false,765283490887790592
Twitter for iPhone,#MakeAmericaSafeAgain https://t.co/bgBGPaKaqI,08-15-2016 19:29:09,5460,14709,false,765269114973720576
Twitter for Android,Certain Republicans who have lost to me would rather save face by fighting me than see the U.S.Supreme Court get proper appointments. Sad!,08-15-2016 01:34:25,15064,46661,false,764998650598686721
Twitter for Android,"Stay on message" is the chant. I always do - trade jobs military vets 2nd A repeal Ocare borders etc - but media misrepresents!,08-15-2016 00:07:43,12427,36538,false,764976828914237440
Twitter for Android,I have always been the same person-remain true to self.The media wants me to change but it would be very dishonest to supporters to do so!,08-14-2016 23:57:37,12459,40589,false,764974286931169285
Twitter for Android,It is not "freedom of the press" when newspapers and others are allowed to say and write whatever they want even if it is completely false!,08-14-2016 17:06:20,17458,49109,false,764870785634799617
Twitter for Android,I am not only fighting Crooked Hillary I am fighting the dishonest and corrupt media and her government protection process. People get it!,08-14-2016 16:55:07,17987,52008,false,764867963845484545
Twitter for Android,Crooked Hillary Clinton is being protected by the media. She is not a talented person or politician. The dishonest media refuses to expose!,08-14-2016 16:50:51,13623,38643,false,764866887511572480
Twitter for Android,My rallies are not covered properly by the media. They never discuss the real message and never show crowd size or enthusiasm.,08-14-2016 12:46:17,12525,39613,false,764805340823248896
Twitter for Android,If the disgusting and corrupt media covered me honestly and didn't put false meaning into the words I say I would be beating Hillary by 20%,08-14-2016 12:37:37,16545,49174,false,764803159692836864
Twitter for Android,The failing @nytimes which never spoke to me keeps saying that I am saying to advisers that I will change. False I am who I am-never said,08-14-2016 12:31:23,7742,24652,false,764801590415024128
Twitter for Android,The failing @nytimes talks about anonymous sources and meetings that never happened. Their reporting is fiction. The media protects Hillary!,08-14-2016 12:24:48,9357,28142,false,764799933325144064
Twitter for Android,"@zulu_out: You are a man for the people because you know what it is like to be among the people #MakeAmericaGreatAgain #USA Loves U" Thanks,08-13-2016 20:08:01,4977,18042,false,764554121324204033
Twitter for Android,"@PaulaDuvall2: We're all enjoying you as well Mr. T.! You've inspired Hope and a Positive Spirit throughout America! God bless you!" Nice,08-13-2016 20:06:38,4621,17388,false,764553771879899137
Twitter for Android,"@need2knowu:  @willspeakout yes you are my hero I admire you for laying down your glorious luxurious life to get beat up for America!!!",08-13-2016 20:03:55,4994,17754,false,764553088204214272
Twitter for Android,We now have confirmation as to one reason Crooked H wanted to be sure that nobody saw her e-mails - PAY-FOR-PLAY. How can she run for Pres.,08-13-2016 20:02:38,12446,32250,false,764552764177481728
Twitter for Android,"@willspeakout: Thank you for all that you are doing for us! You campaign endlessly and have spent millions.We love you! #TrumpTrain" Thanks,08-13-2016 19:39:23,5307,18792,false,764546914683682817
Twitter for Android,I am truly enjoying myself while running for president. The people of our country are amazing - great numbers on November 8th!,08-13-2016 18:39:26,11923,43939,false,764531827168186369
Twitter for Android,The failing @nytimes has become a newspaper of fiction. Their stories about me always quote non-existent unnamed sources. Very dishonest!,08-13-2016 18:29:23,9288,28836,false,764529295901528064
Twitter for iPhone,Will be on @seanhannity tonight at 10pm hosted by @GovMikeHuckabee. Enjoy!,08-13-2016 00:17:38,4127,16268,false,764254551822196737
Twitter for iPhone,Thank you Erie Pennsylvania! Together we will #MakeAmericaGreatAgain! https://t.co/5hZp7PnRoT,08-12-2016 19:48:18,7654,23146,false,764186768522420224
Twitter for iPhone,Unbelievable support in Florida last night - thank you! #MAGA https://t.co/WNDAagFRRS,08-12-2016 17:36:31,7574,23764,false,764153606765412352
Twitter Ads,We need your support to get to the White House and defeat #CrookedHillary. Let's Make America Great Again! https://t.co/AKIHQW4ljd,08-12-2016 17:14:30,2763,11252,false,764148063724183552
Twitter Ads,The Establishment and special interests are absolutely killing our country. We must put #AmericaFirst. https://t.co/mjTScP4sZ2,08-12-2016 17:13:22,1473,4494,false,764147780583436292
Twitter Ads,I'm with YOU. I will work hard and never let you down. Make America Great Again! https://t.co/vzZZ6M5K9t,08-12-2016 17:12:37,2695,10788,false,764147591114137600
Twitter Ads,I'm with YOU! I will work hard and never let you down. Make America Great Again! https://t.co/xI4qjds5fP,08-12-2016 16:12:56,2035,11246,false,764132571638738944
Twitter Ads,The Establishment and special interests are absolutely killing our country.  We must put #AmericaFirst. https://t.co/R751UfHQ0A,08-12-2016 16:09:35,492,2433,false,764131726071214081
Twitter for Android,ISIS gained tremendous strength during Hillary Clinton's term as Secretary of State. When will the dishonest media report the facts!,08-12-2016 13:01:06,15011,38875,false,764084294704697344
Twitter for Android,I love watching these poor pathetic people (pundits) on television working so hard and so seriously to try and figure me out. They can't!,08-12-2016 11:43:43,13561,40964,false,764064821000056832
Twitter for Android,A massive tax increase will be necessary to fund Crooked Hillary Clinton's agenda. What a terrible (and boring) rollout that was yesterday!,08-12-2016 11:07:51,10134,32559,false,764055793951834114
Twitter for Android,"@laurencristmann: Thank you for coming to Pennsylvania today. I will be there with @C_Lynne_Ryan your 3rd CD delegate at 2 pm",08-12-2016 10:57:34,3024,12169,false,764053208394182656
Twitter for Android,Ratings challenged @CNN reports so seriously that I call President Obama (and Clinton) "the founder" of ISIS &amp; MVP. THEY DON'T GET SARCASM?,08-12-2016 10:26:20,7929,24471,false,764045345332396032
Twitter Ads,I'm with YOU. I will work hard and never let you down. Make America Great Again! https://t.co/uHiGJ6Pe3E,08-12-2016 05:16:13,1181,2754,false,763967302433853440
Twitter for Android,"@EnemyWithinn: @realDonaldTrump @elsolarverde @nytimes People gotta stop believing media lies about Trump." That would indeed be nice!,08-12-2016 04:10:25,6757,20941,false,763950742755434498
Twitter for Android,"@elsolarverde: THE CORRUPT MEDIA CREATS CONTROVERSY AGAINST @realDonaldTrump TO AVOID ISSUES ABOUT HillaryClinton https://t.co/RW5UcWLfA8",08-12-2016 04:06:22,11727,27000,false,763949723833118721
Twitter for Android,"@SheriffClarke: https://t.co/G9R9CGhf8q Everything coming from this administration is a lie. Only @realDonaldTrump will change it",08-12-2016 03:59:11,6392,15577,false,763947916184522754
